FID,GEONAME,GENERIC,X,Y
7553,Shanks Creek,Creek,-116.3172222,52.6119443999999
7554,Shanks Creek,Creek,-112.6691667,49.1255555999999
7555,Shanks Lake,Lake,-116.1694444,52.4563889
7556,Shanks Lake,Lake,-112.7280556,49.0694444
7557,Shannon Coulee,Coulee,-114.256944399999,50.9949999999999
7558,Shannon Creek,Creek,-115.356388899999,55.1538888999999
7559,Shantz,Locality,-114.4716667,51.6886111
7560,Shark Lake,Lake,-115.398611099999,50.8411110999999
7561,Sharples,Locality,-113.063888899999,51.4783333999999
7562,Sharples Creek,Creek,-114.119722199999,49.8663888999999
7563,Sharrow,Locality,-110.176666699999,50.9122222
7564,Shaughnessy,Locality,-112.842222199999,49.8527777999999
7565,Shaver,Railway Point,-118.6530556,55.0744443999999
7566,Shaver River,River,-110,54.9508332999999
7567,Shaw,Locality,-117.095833299999,53.1272221999999
7568,Shaw Creek,Creek,-115.649166699999,55.4949999999999
7569,Shaw Lake,Lake,-111.65,54.7666669999999
7570,Shaw Point,Point,-116.041111099999,55.4791667
7571,Shaw Woolen Mill Provincial Historic Site (Undeveloped),Provincial Historic Site,-114.06667,50.9166669999999
7572,Shawnee Slopes,Urban Community,-114.08333,50.926389
7573,Shawnessy,Urban Community,-114.08194,50.906944
7574,Sheba Creek,Creek,-117.941666699999,53.3863889
7575,Sheep Coulee,Coulee,-113.933389,51.530583
7576,Sheep Creek,Creek,-119.006944399999,54.0644443999999
7577,Sheep Creek,Creek,-115.4,51.616667
7578,Sheep Creek Trail,Trail,-119.655332999999,53.854028
7579,Sheep River,River,-113.855,50.7397222
7580,Sheep River Falls,Falls,-114.7036111,50.6147222
7581,Sheep River Provincial Park,Provincial Park,-114.624166599999,50.6519443999999
7582,Sheerness,Hamlet,-111.6788889,51.4891665999999
7583,Sheffield Industrial,Urban Community,-113.59583,53.5605559999999
7584,Shelley Creek,Creek,-111.412499999999,57.2861110999999
7585,Shelter Point,Point,-110.8241667,58.8291666
7586,Sheol Mountain,Mountain,-116.221944399999,51.3833333999999
7587,Shepard,Hamlet,-113.9097222,50.9519445
7588,Sheppard Creek,Creek,-114.2336111,50.3361110999999
7589,Sherbrooke,Urban Community,-113.549999999999,53.583333
7590,Sherburne Lake,Lake,-111.771666699999,49.7555555
7591,Sherlock Lake,Lake,-110,52.7852778
7592,Sherman Creek,Creek,-119.8858333,54.5980556
7593,Sherman Lake,Lake,-119.933611099999,54.5480554999999
7594,Sherman Meadows,Meadows,-119.8611111,54.2986111
7595,Sherring Lake,Lake,-112.019999999999,54.5391667
7596,Sherritt Lake,Lake,-111.911111099999,54.0630555999999
7597,Sherwood,Urban Community,-113.58333,53.529167
7598,Sherwood Park,Urban Community,-113.290277799999,53.5338889
7599,Shetler Creek,Creek,-119.547222199999,54.4261111
7600,Shingle Flats,Flats,-115.9955556,51.5586111
7601,Shining Bank,Locality,-115.9844444,53.8913889
7602,Shiningbank Lake,Lake,-116.024722199999,53.8669444
7603,Shipyard Lake,Lake,-111.4369444,56.9624999999999
7604,Shirley Lake,Lake,-112.9069444,53.6419445
7605,Shoal Creek,Creek,-114.0141667,54.3813888999999
7606,Shoal Creek,Locality,-114.233333299999,54.2999999999999
7607,Shoal Lake,Lake,-114.9369444,56.2069444999999
7608,Shoal Lake,Lake,-114.4391667,54.2583333999999
7609,Shoal Lake Creek,Creek,-114.5336111,53.3236111
7610,Shoal River,River,-114.888888899999,56.2005555
7611,Shoe Leather Creek,Creek,-116.5794444,52.1216665999999
7612,Shonts,Locality,-112.5672222,53.3277776999999
7613,Shooting Lake,Lake,-112.3555556,52.1805554999999
7614,Shorncliffe Creek,Creek,-110.8833333,52.4761110999999
7615,Shorncliffe Lake,Lake,-110.8797222,52.4763889
7616,Short Creek,Creek,-119.233333299999,53.4513888999999
7617,Shortt Lake,Lake,-110.2283333,56.4855555999999
7618,Shott Island,Island,-111.3894444,57.7061111
7619,Shoulder Creek,Creek,-114.9216667,50.7924999999999
7620,Shouldice,Locality,-112.9738889,50.7166666
7621,Shovel Pass,Pass,-117.8333333,52.7833333
7622,Shuckburgh Slough,Lake,-112.7669444,52.3175
7623,Shunda Creek,Creek,-115.778888899999,52.4552777999999
7624,Shunda Lake,Lake,-116.1513889,52.4516666999999
7625,Shunda Mountain,Mountain,-116.1266667,52.5313889
7626,Shuttler Flats,Flats,-119.5625,54.7716666999999
7627,Sibbald,Hamlet,-110.150277799999,51.3883332999999
7628,Sibbald Creek,Creek,-114.8513889,51.0416667
7629,Sibbald Flat,Flat,-114.849444399999,51.0433334
7630,Sibbald Lake,Lake,-114.849444399999,51.0433334
7631,Sibbald Meadows Pond,Pond,-114.946111099999,51.0561111
7632,Sick Hill Lake,Lake,-113.415,57.1755555
7633,Sidcup,Locality,-110.417777799999,52.9947221999999
7634,Side Creek,Creek,-115.967777799999,52.2091666999999
7635,Side Lake,Lake,-117.917777799999,54.8613889
7636,Sides Lake,Lake,-117.017499999999,54.1672221999999
7637,Sidney Creek,Creek,-116.029722199999,54.9530555999999
7638,Siegner Lake,Lake,-110.129999999999,52.8233334
7639,Siewert Flat,Flat,-113.581944399999,51.7586111
7640,Siffleur Falls,Falls,-116.369722199999,52.0241667
7641,Siffleur Mountain,Mountain,-116.408888899999,51.9322221999999
7642,Siffleur River,River,-116.4041667,52.0577777999999
7643,Siffleur Wilderness Area,Wilderness Area,-116.4252778,51.9130556
7644,Sifton Park,Urban Community,-113.40139,53.591667
7645,Signal Hill,Urban Community,-114.173609999999,51.023611
7646,Signal Hill,Hill,-110.682222199999,52.6372221999999
7647,Signal Mountain,Mountain,-117.9788889,52.8647222
7648,Siksika 146,Indian Reserve,-112.9061111,50.7744444
7649,Siler Creek,Creek,-111.030277799999,53.8130555999999
7650,Silver Beach,Summer Village,-113.991111099999,53.0372223
7651,Silver Creek,Creek,-114.6716667,51.5161111
7652,Silver Creek,Creek,-118.254166699999,56.5891665999999
7653,Silver Creek,Railway Point,-116.3513889,54.2205555
7654,Silver Heights,Locality,-111.2288889,52.3172222
7655,Silver Lake,Lake,-113.8202778,50.3977778
7656,Silver Sands,Summer Village,-114.6569444,53.6369443999999
7657,Silver Springs,Urban Community,-114.194444399999,51.1083333999999
7658,Silver Valley,Locality,-119.5688889,56.0427778
7659,Silverhorn Creek,Creek,-116.605833,51.781806
7660,Silverhorn Mountain,Mountain,-116.498888899999,51.7625
7661,Silverleaf Creek,Creek,-116.521666699999,55.1455556
7662,Silverton Creek,Creek,-115.916666699999,51.2633332999999
7663,Silverwood,Locality,-118.7255556,55.6780556
7664,Silvester Creek,Creek,-114.723055599999,50.8669444
7665,Simmo Lake,Lake,-110.726111099999,53.8924999999999
7666,Simon Creek,Creek,-118.0591667,52.5811111
7667,Simon Glacier,Glacier,-118.31,52.6305555
7668,Simon Lakes,Lakes,-116.6391667,56.4755554999999
7669,Simon Lakes,Locality,-116.6380556,56.4808333
7670,Simon Peak,Peak,-118.3183333,52.6566667
7671,Simonette River,River,-118.2563889,55.1586111
7672,Simons Valley,Locality,-114.168888899999,51.1824999999999
7673,Simpson Pass,Pass,-115.8297222,51.0808333
7674,Sinclair Creek,Creek,-119.8205556,55.3427778
7675,Sinclair Lake,Lake,-110.6586111,54.7261110999999
7676,Sinkhole Lake,Lake,-115.275,53.3297221999999
7677,Sinking Lake,Lake,-110.838611099999,54.1594443999999
7678,Sion,Locality,-114.149722199999,53.8897222
7679,Sir James Glacier,Glacier,-116.8586111,51.8627778
7680,Sir Winston Churchill Provincial Park,Provincial Park,-111.9727778,54.8319444999999
7681,Sirdar Mountain,Mountain,-117.8116667,52.9266665999999
7682,Sirius Peak,Peak,-118.592777799999,53.4399999999999
7683,Sisib Lake,Lake,-112.9675,53.4099999999999
7684,Sittingstone Lake,Lake,-112.919722199999,52.5722221999999
7685,Six Mile Coulee,Coulee,-114.20322,50.930694
7686,Skaro,Locality,-112.777777799999,53.9277778
7687,Skaro Lake,Lake,-112.7166667,53.9249999999999
7688,Skeleton Creek,Creek,-115.7238889,51.8624999999999
7689,Skeleton Lake,Lake,-112.7247222,54.6219443999999
7690,Skeleton Lake,Lake,-115.9297222,51.6122221999999
7691,Skiff,Locality,-111.791111099999,49.5024999999999
7692,Skoki Lakes,Lakes,-116.0822222,51.5022221999999
7693,Skoki Mountain,Mountain,-116.0605556,51.53
7694,Skoki Ski Lodge National Historic Site of Canada,National Historic Site,-116.075,51.5222219999999
7695,Skoki Valley,Valley,-116.0827778,51.5244445
7696,Skrine Creek,Creek,-114.105,50.3269439999999
7697,Skukum Lake,Lake,-112.0761111,54.9255556
7698,Skunk Creek,Creek,-115.2780556,52.2597221999999
7699,Skunk Lake,Lake,-114.354722199999,56.8555556
7700,Skyrattler,Urban Community,-113.52361,53.4513889999999
7701,Slacker Creek,Creek,-114.6075,50.0783332999999
7702,Slate Range,Range,-116.122222199999,51.4961111
7703,Slave Lake,Town,-114.7702778,55.2822222
7704,Slave River,River,-111.815556,60
7705,Slavey Creek,Locality,-117.4933333,59.1941666999999
7706,Slavey Creek,Creek,-117.509722199999,59.2097222
7707,Slawa,Locality,-111.1241667,53.6858334
7708,Slawa Creek,Creek,-111.15,53.750889
7709,Sled Island,Island,-111.5141667,57.5591665999999
7710,Sled Island,Island,-115.690555599999,58.3847223
7711,Sleeping Lake,Lake,-114.9180556,51.1822222999999
7712,Slick-up Lake,Lake,-112.837222199999,50.5469444
7713,Slide Creek,Creek,-117.6427778,53.0724999999999
7714,Slide Mountain,Mountain,-117.614166699999,53.0780554999999
7715,Slim's Lake,Lake,-119.359999999999,56.5125
7716,Slims Creek,Creek,-117.4091667,57.1586111
7717,Slippery Creek,Creek,-115.7061111,52.4497222999999
7718,Sloan Creek,Creek,-115.450833299999,55.0286110999999
7719,Sloat Creek,Creek,-118.992777799999,57.5363888999999
7720,Slough Creek,Creek,-112.1741667,52.4147222
7721,Slough Lake,Lake,-113.3627778,56.7563888999999
7722,Slow Lake,Lake,-110.689999999999,52.6824999999999
7723,Slug Lake,Lake,-113.6844444,57.6305556
7724,Small Creek,Creek,-117.268055599999,58.3774999999999
7725,Small Sandy Lake,Lake,-111.5972222,57.6597221999999
7726,Smeaton Creek,Creek,-117.628333299999,57.7463888999999
7727,Smith,Hamlet,-114.036944399999,55.1627778
7728,Smith Coul̩e,Coul̩e,-111.307777799999,49.1455556
7729,Smith Creek,Creek,-115.28333,51.0333329999999
7730,Smith Creek,Creek,-118.066666699999,53.9058332999999
7731,Smith Creek,Creek,-119.604166699999,54.9575
7732,Smith Creek,Creek,-116.588611099999,52.5994444
7733,Smith Creek,Creek,-114.8813889,51.8358332999999
7734,Smith Lake,Lake,-111.5486111,54.0730556
7735,Smith Lake,Lake,-115.9241667,51.2491667
7736,Smith-Dorrien Creek,Creek,-115.1519444,50.6894445
7737,Smithfield,Locality,-114.344999999999,53.5702778
7738,Smithmill,Locality,-117.7888889,56.4730556
7739,Smoke Lake,Lake,-116.935833299999,54.3638888999999
7740,Smoky Creek,Creek,-112.380639,54.0225
7741,Smoky Heights,Locality,-118.306666699999,55.4033334
7742,Smoky Lake,Lake,-112.6436111,54.1513889
7743,Smoky Lake,Town,-112.4666667,54.1166666
7744,Smoky Lake County,Municipal District,-112.25,54.2388888999999
7745,Smoky River,River,-117.333055599999,56.1824999999999
7746,Smoky Trail,Trail,-119.5,53.6666665999999
7747,Smuland Creek,Creek,-118.2275,54.6447222999999
7748,Smuts Creek,Creek,-115.364166699999,50.8744445
7749,Snail Lake,Lake,-111.3602778,54.0830555
7750,Snake Creek,Creek,-112.8833333,50.4791667
7751,Snake Creek,Creek,-114.39,49.9469445
7752,Snake Hills,Hills,-111.849166699999,53.9477777999999
7753,Snake Indian Falls,Falls,-118.2733333,53.2922221999999
7754,Snake Indian Mountain,Mountain,-118.8947222,53.3208332999999
7755,Snake Indian Pass,Pass,-118.9666667,53.3166666999999
7756,Snake Indian River,River,-117.983888899999,53.1894443999999
7757,Snake Lake,Lake,-114.1488889,59.6822222999999
7758,Snake Lake,Lake,-112.7486111,51.9525
7759,Snaky Creek,Creek,-119.5741667,54.3730556
7760,Snaring,Locality,-118.078333299999,53.075
7761,Snaring Mountain,Mountain,-118.330555599999,53.0380556
7762,Snaring River,River,-118.0744444,53.0138888999999
7763,Sneddon Creek,Creek,-119.6886111,56.1658333
7764,Sniatyn,Locality,-112.366666699999,53.95
7765,Snipe Creek,Creek,-112.928055599999,57.0672222
7766,Snipe Creek,Creek,-116.9561111,55.3019443999999
7767,Snipe Hills,Hills,-111.8380556,53.8894445
7768,Snipe Lake,Lake,-116.7880556,55.1266667
7769,Snow Creek,Creek,-115.734722199999,51.5402777999999
7770,Snow Creek,Creek,-118.7836111,53.6094445
7771,Snow Creek Summit,Pass,-115.8105556,51.6086110999999
7772,Snow Dome,Dome,-117.316944399999,52.1880555999999
7773,Snowbird Glacier,Glacier,-116.5725,51.7575
7774,Snowbird Pass,Pass,-119.049444399999,53.1455556
7775,Snowfall Creek,Creek,-120.000833299999,58.0291666999999
7776,Snowflake Lake,Lake,-115.8327778,51.5980556
7777,Snowshoe Lake,Lake,-119.968333299999,57.1597221999999
7778,Snowshoe Pass,Pass,-117.791111099999,52.7288889
7779,Snuff Mountain,Hill,-117.5383333,54.6777778
7780,Snug Cove,Locality,-111.341388899999,54.6419444
7781,Soars Lake,Lake,-110.15,54.1505555999999
7782,Sock Lake,Lake,-119.991666699999,57.5955555999999
7783,Soda Creek,Creek,-114.607777799999,50.0780554999999
7784,Soda Creek,Creek,-110.450277799999,56.7349999999999
7785,Sofa Creek,Creek,-113.8466667,49.0855555999999
7786,Sofa Creek Falls,Falls,-113.8202778,49.0522222
7787,Sofa Mountain,Mountain,-113.785833299999,49.0213888999999
7788,Soft Creek,Creek,-110.747222199999,53.1972221999999
7789,Soldan Lake,Lake,-114.1436111,53.5913888999999
7790,Soldar Creek,Creek,-117.5077778,57.0002777999999
7791,Solitaire Mountain,Mountain,-116.8411111,51.7505554999999
7792,Solomon,Locality,-117.8355556,53.3355555999999
7793,Solomon Creek,Creek,-117.834444399999,53.3352778
7794,Somerset,Urban Community,-114.08611,50.895833
7795,Sonia Lake,Lake,-112.176944399999,54.7569445
7796,Sorenson Lake,Lake,-111.450277799999,51.7697222999999
7797,Sounding Creek,Creek,-110.467777799999,52.1102777999999
7798,Sounding Creek Reservoir,Reservoir,-110.705555599999,51.5741666999999
7799,Sounding Lake,Locality,-110.5047222,52.0874999999999
7800,Sounding Lake,Lake,-115.1058333,50.6933332999999
7801,Sounding Lake,Lake,-110.490555599999,52.1538888999999
7802,Sousa Creek,Creek,-118.753333299999,58.8069443999999
7803,South Baptiste,Summer Village,-113.567499999999,54.7238888999999
7804,South Bay,Bay,-112.8436111,53.6694444
7805,South Berland River,River,-118.6127778,53.6736111
7806,South Cabin Creek,Creek,-118.4888889,53.7788888999999
7807,South Calgary,Urban Community,-114.101389999999,51.0416669999999
7808,South Carrot Creek,Creek,-115.911944399999,53.5552777999999
7809,South Coal Creek,Creek,-114.53333,50.6322219999999
7810,South Creek,Creek,-116.065555599999,52.3986110999999
7811,South Drinnan Creek,Creek,-117.5591667,53.1472222
7812,South Drywood Creek,Creek,-113.972499999999,49.2955556
7813,South Easy Coulee,Coulee,-110.866666699999,50.5833333
7814,South Flats,Urban Community,-110.666669999999,50.026389
7815,South Ghost River,River,-115.016388899999,51.2669444
7816,South Glacier,Glacier,-116.944999999999,51.85
7817,South Glasgow Creek,Creek,-114.866666699999,50.7666667
7818,South Heart River,River,-116.182777799999,55.5638889
7819,South Hidden Creek,Creek,-114.5777778,49.9802778
7820,South Isaac Creek,Creek,-117.0527778,52.4969444999999
7821,South James River,River,-115.1091667,51.8427778
7822,South Kakwa River,River,-119.6813889,54.0866667
7823,South Kananaskis Pass,Pass,-115.286666699999,50.6388888999999
7824,South Kootenay Pass,Pass,-114.149444399999,49.1091666
7825,South Kvass Trail,Trail,-119.153306,53.6605599999999
7826,South Lancaster Creek,Creek,-118.860555599999,53.7288889
7827,South Lost Creek,Creek,-114.492777799999,49.4469444
7828,South Manyberries Creek,Creek,-110.715277799999,49.375
7829,South Maude Lake,Lake,-115.2872222,50.6808333
7830,South Muskeg River,River,-118.842222199999,53.6616666999999
7831,South Pass,Pass,-118.660833299999,52.9863889
7832,South Racehorse Creek,Creek,-114.5191667,49.8263888999999
7833,South Ridge,Urban Community,-110.686109999999,50.0055559999999
7834,South Saskatchewan River,River,-110,50.9033333
7835,South Scarpe Lake,Lake,-114.274166699999,49.2102778
7836,South Shekilie River,River,-120.0016667,59.1
7837,South Sullivan Creek,Creek,-114.4955556,50.5047222
7838,South Sulphur River,River,-118.869166699999,53.5563889
7839,South Todd Creek,Creek,-114.280833299999,49.7680555999999
7840,South Twin,Peak,-117.434722199999,52.2038889
7841,South Twin Creek,Creek,-114.4641667,50.1736111
7842,South View,Summer Village,-114.6633333,53.6511111
7843,South Wabasca Lake,Lake,-113.729722199999,55.9041666999999
7844,South Watchusk Lake,Lake,-110.295833299999,56.1719444
7845,South Whitemud Lake,Lake,-118.8580556,56.6536110999999
7846,South Whitemud River,River,-118.3730556,56.6866667
7847,South Willow Creek,Creek,-114.055277799999,50.1530556
7848,Southeast Lyell Glacier,Glacier,-116.994722199999,51.9052776999999
7849,Southesk,Locality,-112.1569444,50.6536110999999
7850,Southesk Cairn,Mountain,-117.143333299999,52.7197222
7851,Southesk Lake,Lake,-117.1988889,52.6427777999999
7852,Southesk Pass,Pass,-117.135,52.7241665999999
7853,Southesk River,River,-116.814444399999,52.7213889
7854,Southfork Lakes,Lakes,-114.379444399999,49.3316667
7855,Southfork Mountain,Mountain,-114.3866667,49.3302777999999
7856,Southlands,Urban Community,-110.65,49.9958329999999
7857,Southview,Urban Community,-113.983329999999,51.0333329999999
7858,Southview,Urban Community,-110.63611,50.0125
7859,Southwood,Urban Community,-114.08333,50.95
7860,Spankie Lake,Lake,-111.721388899999,54.7183332999999
7861,Spark Plug Creek,Creek,-110.616666699999,56.7588889
7862,Sparrow's Egg Lake,Lake,-115.1058333,50.6808333
7863,Spawn Lake,Lake,-118.4605556,59.9930555999999
7864,Spear Lake,Lake,-113.1633333,54.7338888999999
7865,Special Area No. 2,Special Area,-111.65528,51.067222
7866,Special Area No. 3,Special Area,-110.66028,51.313889
7867,Special Area No. 4,Special Area,-110.642219999999,51.9541669999999
7868,Specialized Municipality of Mackenzie No. 23,Specialized Municipality,-117.0283333,58.7255556
7869,Spectral Creek,Creek,-115.4008333,51.3438889
7870,Spectral Lakes,Lakes,-115.4722222,51.3658332999999
7871,Spedden,Hamlet,-111.7255556,54.1386110999999
7872,Speers Creek,Creek,-114.420829999999,50.0472219999999
7873,Spencer Creek,Creek,-114.6627778,51.2213889
7874,Spencer Hills,Hills,-114.735555599999,51.2541665999999
7875,Spencer Lake,Lake,-111.2794444,54.8038888999999
7876,Sphinx Creek,Creek,-117.484999999999,53.1247222
7877,Sphinx Lake,Lake,-115.923333299999,51.1297222
7878,Sphinx Mountain,Mountain,-117.5611111,53.0669443999999
7879,Spider Creek,Creek,-119.6741667,53.4561111
7880,Spider Lake,Lake,-113.114999999999,53.1377778
7881,Spider Lake,Lake,-110.2102778,59.7833333
7882,Spiers Lake,Lake,-112.234999999999,51.9155555999999
7883,Spiers Lake National Wildlife Area,National Wildlife Area,-112.241669999999,51.9222219999999
7884,Spillway Lake,Lake,-115.1338889,50.6961111
7885,Spionkop Creek,Creek,-113.956944399999,49.2522223
7886,Spionkop Ridge,Ridge,-114.1069444,49.1908334
7887,Spirit Creek,Creek,-117.254444399999,55.3425
7888,Spirit Island,Island,-117.491944399999,52.6430555
7889,Spirit Ridge,Ridge,-119.01,55.6722222
7890,Spirit River,River,-118.373333299999,55.8161111
7891,Spirit River,Town,-118.836666699999,55.7786110999999
7892,Spirit River Settlement,Settlement,-118.7913889,55.7508332999999
7893,Split Lakes,Lakes,-110.2166667,59.8833333999999
7894,Spondin,Locality,-111.6111111,51.8524999999999
7895,Spoon Lake,Lake,-113.0569444,57.0527777
7896,Spotted Creek,Creek,-113.1369444,52.4988888999999
7897,Spotted Horse Lake,Lake,-113.8833333,54.9252778
7898,Spotted Lake,Lake,-113.1363889,52.4905554999999
7899,Spotted Wolf Creek,Creek,-115.0947222,50.6747221999999
7900,Spray Lakes Reservoir,Reservoir,-115.3394444,50.9116665999999
7901,Spray Mountains,Mountains,-115.3055556,50.7291665999999
7902,Spray Pass,Pass,-115.429166699999,50.7466665999999
7903,Spray River,River,-115.559167,51.165278
7904,Spray Valley Provincial Park,Provincial Park,-115.284999999999,50.8938887999999
7905,Spreading Creek,Creek,-116.4975,51.9986110999999
7906,Spring Coulee,Hamlet,-113.051666699999,49.3344444
7907,Spring Creek,Creek,-118.9413889,55.0780555999999
7908,Spring Creek,Creek,-117.869166699999,54.9125
7909,Spring Creek,Creek,-112.0930556,51.1263889
7910,Spring Creek,Creek,-114.0230556,50.7191667
7911,Spring Hill,Hill,-112.2966667,50.7722222
7912,Spring Hill Canal,Canal,-112.193055599999,50.6836111
7913,Spring Lake,Lake,-114.140833299999,53.5172223
7914,Spring Lake,Village,-114.1330556,53.5186111
7915,Spring Point,Locality,-113.862832999999,49.717139
7916,Springbank Creek,Creek,-114.3047222,51.0330555999999
7917,Springburn,Locality,-116.910833299999,55.935
7918,Springdale,Locality,-114.194166699999,52.8322221999999
7919,Springhill Creek,Creek,-113.845555599999,50.3291666
7920,Springridge,Locality,-113.6536111,49.46
7921,Spruce Avenue,Urban Community,-113.5,53.5583329999999
7922,Spruce Cliff,Urban Community,-114.15,51.0499999999999
7923,Spruce Coulee,Coulee,-112.409444399999,52.5980555
7924,Spruce Coulee Reservoir,Reservoir,-110.1813889,49.6733333
7925,Spruce Creek,Creek,-113.634166699999,51.7427777999999
7926,Spruce Creek,Creek,-119.3561111,55.1383334
7927,Spruce Grove,City,-113.902222199999,53.5538888999999
7928,Spruce Island,Island,-112.8591667,53.6683333
7929,Spruce Island,Island,-111.885277799999,54.7361112
7930,Spruce Island Lake,Lake,-113.789444399999,54.5033333
7931,Spruce Island Lake,Lake,-112.883611099999,53.6313888999999
7932,Spruce Lake,Lake,-111.9186111,56.7997221999999
7933,Spruce Point,Point,-112.372777799999,58.5547223
7934,Spruce Valley,Locality,-112.8013889,54.8624999999999
7935,Spruce View,Locality,-114.310277799999,52.0855555999999
7936,Sprucefield,Locality,-112.801944399999,54.1794444
7937,Spur Lake,Lake,-110.193055599999,59.9386111
7938,Spurfield,Hamlet,-114.2616667,55.2263889
7939,Spurling Creek,Creek,-115.3219444,50.9755554999999
7940,Sputina River,River,-114.262777799999,57.6291666999999
7941,Sputinow,Hamlet,-110.25,53.9166669999999
7942,Spy Hill,Hill,-114.224166699999,51.1569445
7943,Square Butte,Butte,-114.5625,50.7813889
7944,Square Creek,Creek,-119.0725,57.0013889
7945,Square Creek,Creek,-111.908333299999,54.9738888999999
7946,Square Lake,Lake,-110.349999999999,54.0499999999999
7947,Square Lake,Lake,-111.836944399999,54.9105556
7948,Square Lake,Lake,-112.470833299999,59.0666666999999
7949,Squirrel Mountain,Mountain,-118.203055599999,56.4472221999999
7950,St. Agnes Lake,Lake,-110.2325,59.6811111999999
7951,St. Albert,City,-113.620277799999,53.6369443999999
7952,St. Albert Settlement,Settlement,-113.6902778,53.6388888999999
7953,St. Andrews Heights,Urban Community,-114.116669999999,51.066667
7954,St. Brides,Locality,-111.541666699999,53.9930555999999
7955,St. Edouard,Locality,-111.118611099999,53.9911110999999
7956,St. Eloi Mountain,Mountain,-114.4794444,49.3266666999999
7957,St. Francis,Locality,-114.3411111,53.2797222
7958,St. George Island,Island,-114.031388899999,51.045
7959,St. Isidore,Locality,-117.1066667,56.2047223
7960,St. Ives Lake,Lake,-110.237499999999,53.4619444
7961,St. Joseph's Industrial School Provincial Historic Site (Undeveloped),Provincial Historic Site,-113.78333,50.7999999999999
7962,St. Julien Mountain,Mountain,-117.0058333,51.8361110999999
7963,St. Lawrence Lake,Lake,-110.0275,52.3469444999999
7964,St. Lina,Hamlet,-111.4536111,54.2961110999999
7965,St. Lina Creek,Creek,-111.4975,54.3999999999999
7966,St. Louis Lakes,Lakes,-111.9811111,51.6502777999999
7967,St. Mary Reservoir,Reservoir,-113.211666699999,49.3208332999999
7968,St. Mary River,River,-112.8869444,49.6269445
7969,St. Michael,Hamlet,-112.6358333,53.8302777999999
7970,St. Nicholas Peak,Peak,-116.483333299999,51.6333333999999
7971,St. Patrick Island,Island,-114.0419444,51.0472222
7972,St. Patrick Lakes,Lakes,-110.591388899999,52.7938888999999
7973,St. Paul,Town,-111.2961111,53.9927776999999
7974,St. Paul Junction,Urban Community,-113.380555599999,53.6222222
7975,St. Pierre Lake,Lake,-110.7216667,54.0622222
7976,St. Thomas Lake,Lake,-114.4025,53.7691667
7977,St. Vincent,Locality,-111.2780556,54.1536110999999
7978,Stafford Lake,Lake,-111.8869444,50.5813889
7979,Stafford Reservoir,Reservoir,-112.4216667,49.7041667
7980,Stafne Ridge,Ridge,-114.969999999999,51.7958332999999
7981,Stairway Peak,Peak,-116.655277799999,51.7927778
7982,Stalk Creek,Creek,-118.4288889,53.7141665999999
7983,Stan Waters Peak,Peak,-116.333611099999,52.0363888999999
7984,Stand Off,Hamlet,-113.3083333,49.4613889
7985,Standard,Village,-112.9836111,51.1097222
7986,Standish Hump,Hump,-115.783333299999,51.0666664999999
7987,Standish Lake,Lake,-111.0738889,54.8591667
7988,Standoff Fort (Whiskey Post) Provincial Historic Site (Undeveloped),Provincial Historic Site,-113.31667,49.483333
7989,Stanger,Locality,-114.8197222,53.7738889
7990,Stanley Creek,Creek,-111.349444399999,57.3466667
7991,Stanley Falls,Falls,-117.3238889,52.3224999999999
7992,Stanley Lake,Lake,-113.056666699999,54.5294444
7993,Stanmore,Settlement,-111.5125,51.5797221999999
7994,Staplehurst,Locality,-110.080555599999,53.3533333
7995,Star,Locality,-112.7755556,53.8197222
7996,Star Creek,Creek,-118.431111099999,53.6544444
7997,Star Creek,Creek,-114.541111099999,49.6330554999999
7998,Star Creek Falls,Falls,-114.539444399999,49.6261111
7999,Star Lake,Lake,-114.2733333,53.5111111
8000,Starland County,Municipal District,-112.573611099999,51.6533333
8001,Starlight,Locality,-114.172499999999,50.9663888999999
8002,Starlight Range,Range,-118.616666699999,53.4333333
8003,Starvation Butte,Butte,-110.2202778,51.6236110999999
8004,Station Creek,Creek,-114.381666699999,49.8797222
8005,Stauffer,Locality,-114.597499999999,52.1738889
8006,Stavely,Town,-113.6416667,50.1611110999999
8007,Stebbing Creek,Creek,-116.0108333,54.9375
8008,Stebbing Lake,Lake,-111.006944399999,54.4261111
8009,Steele Lake,Lake,-113.7755556,54.6486110999999
8010,Steen River,Hamlet,-117.167222199999,59.6274999999999
8011,Steen River,River,-117.182222199999,59.5708332999999
8012,Steep Creek,Creek,-118.8408333,54.7325
8013,Steep Creek,Creek,-119.5833333,54.3469443999999
8014,Steep Creek,Creek,-116.88333,55.25
8015,Steep Hill,Hill,-111.028888899999,52.7344444
8016,Steepbank Lake,Lake,-111.5352778,55.4849999999999
8017,Steepbank River,River,-111.4805556,57.0197221999999
8018,Steepbank River,River,-112.066666699999,58.2999999999999
8019,Steeper,Locality,-117.08333,53.133333
8020,Steephill Creek,Creek,-116.556666699999,58.1016666
8021,Steeprock Creek,Creek,-119.739444399999,55.2924999999999
8022,Steinhauer,Urban Community,-113.50972,53.4624999999999
8023,Stenton Lake,Lake,-115.2836111,51.1763888999999
8024,Stephanie Creek,Creek,-115.800833299999,54.6288889
8025,Stephansson House Provincial Historic Site (Developed),Provincial Historic Site,-114.216669999999,52.1666669999999
